	start	end	specie	file
0	0.0	1.152857	Luscinia megarhynchos	AM4_20230531_060000.WAV
1	1.152857	1.632857	Curruca melanocephala	AM4_20230531_060000.WAV
2	1.842857	2.018571	Luscinia megarhynchos	AM4_20230531_060000.WAV
3	1.937143	2.211429	Cisticola juncidis	AM4_20230531_060000.WAV
4	2.16	2.335714	Unk	AM4_20230531_060000.WAV
5	2.421429	2.511429	Luscinia megarhynchos	AM4_20230531_060000.WAV
6	2.64	3.068571	Unk	AM4_20230531_060000.WAV
7	3.137143	4.718571	Luscinia megarhynchos	AM4_20230531_060000.WAV
8	3.398571	7.234286	Cisticola juncidis	AM4_20230531_060000.WAV
9	6.175714	7.688571	Luscinia megarhynchos	AM4_20230531_060000.WAV
10	7.688571	8.335714	Curruca melancoephala	AM4_20230531_060000.WAV
11	8.417143	14.648571	Cisticola juncidis	AM4_20230531_060000.WAV
12	8.635714	9.595714	Unk	AM4_20230531_060000.WAV
13	8.952857	10.461429	Curruca melanocephala	AM4_20230531_060000.WAV
14	10.165714	10.551429	Unk	AM4_20230531_060000.WAV
15	11.018571	12.48	Unk	AM4_20230531_060000.WAV
16	11.194286	12.214286	Luscinia megarhynchos	AM4_20230531_060000.WAV
17	12.48	12.552857	Unk	AM4_20230531_060000.WAV
18	12.707143	13.011429	Unk	AM4_20230531_060000.WAV
19	13.127143	13.675714	Unk	AM4_20230531_060000.WAV
20	13.534286	14.678571	Luscinia megarhynchos	AM4_20230531_060000.WAV
21	14.104286	14.352857	Unk	AM4_20230531_060000.WAV
22	14.627143	15.162857	Curruca melanocephala	AM4_20230531_060000.WAV
23	15.355714	16.097143	Unk	AM4_20230531_060000.WAV
24	15.857143	15.921429	Cisticola juncidis	AM4_20230531_060000.WAV
25	16.594286	20.785714	Carduelis carduelis	AM4_20230531_060000.WAV
26	17.16	17.25	Cisticola juncidis	AM4_20230531_060000.WAV
27	18.454286	18.535714	Cisticola juncidis	AM4_20230531_060000.WAV
28	19.525714	19.598571	Cisticola juncidis	AM4_20230531_060000.WAV
29	19.92	20.738571	Unk	AM4_20230531_060000.WAV
30	21.008571	22.238571	Luscinia megarhynchos	AM4_20230531_060000.WAV
31	21.917143	22.08	Unk	AM4_20230531_060000.WAV
32	22.328571	23.357143	Luscinia megarhynchos	AM4_20230531_060000.WAV
33	22.328571	24.844286	Carduelis carduelis	AM4_20230531_060000.WAV
34	24.072857	24.158571	Unk	AM4_20230531_060000.WAV
35	24.235714	24.552857	Saxicola rubicola	AM4_20230531_060000.WAV
36	24.655714	24.818571	Luscinia megarhynchos	AM4_20230531_060000.WAV
37	24.694286	25.375714	Unk	AM4_20230531_060000.WAV
38	24.741429	24.818571	Unk	AM4_20230531_060000.WAV
39	25.067143	25.152857	Saxicola rubicola	AM4_20230531_060000.WAV
40	25.354286	25.911429	Carduelis carduelis	AM4_20230531_060000.WAV
41	27.445714	28.641429	Unk	AM4_20230531_060000.WAV
42	28.212857	29.931429	Luscinia megarhynchos	AM4_20230531_060000.WAV
43	30.025714	30.87	Luscinia megarhynchos	AM4_20230531_060000.WAV
44	30.87	30.951429	Cisticola juncidis	AM4_20230531_060000.WAV
45	31.135714	32.588571	Unk	AM4_20230531_060000.WAV
46	31.808571	31.911429	Cisticola juncidis	AM4_20230531_060000.WAV
47	32.691429	32.982857	Unk	AM4_20230531_060000.WAV
48	33.398571	33.874286	Unk	AM4_20230531_060000.WAV
49	33.9	34.234286	Luscinia megarhynchos	AM4_20230531_060000.WAV
50	34.2	35.052857	Curruca melanocephala	AM4_20230531_060000.WAV
51	35.052857	35.25	Luscinia megarhynchos	AM4_20230531_060000.WAV
52	35.331429	36.762857	Unk	AM4_20230531_060000.WAV
53	36.368571	36.467143	Unk	AM4_20230531_060000.WAV
54	36.762857	37.007143	Luscinia megarhynchos	AM4_20230531_060000.WAV
55	37.302857	38.305714	Luscinia megarhynchos	AM4_20230531_060000.WAV
56	38.164286	39.12	Unk	AM4_20230531_060000.WAV
57	38.22	38.7	Unk	AM4_20230531_060000.WAV
58	39.205714	40.101429	Luscinia megarhynchos	AM4_20230531_060000.WAV
59	40.17	40.804286	Unk	AM4_20230531_060000.WAV
60	40.692857	45.488571	Cisticola juncidis	AM4_20230531_060000.WAV
61	40.757143	42.99	Carduelis carduelis	AM4_20230531_060000.WAV
62	43.5	44.635714	Unk	AM4_20230531_060000.WAV
63	45.141429	46.744286	Unk	AM4_20230531_060000.WAV
64	46.885714	47.335714	Luscinia megarhynchos	AM4_20230531_060000.WAV
65	47.46	48.415714	Unk	AM4_20230531_060000.WAV
66	48.462857	49.345714	Unk	AM4_20230531_060000.WAV
67	49.572857	50.927143	Unk	AM4_20230531_060000.WAV
68	49.602857	49.74	Unk	AM4_20230531_060000.WAV
69	50.117143	51.038571	Wader	AM4_20230531_060000.WAV
70	50.181429	50.867143	Unk	AM4_20230531_060000.WAV
71	50.867143	51.377143	Unk	AM4_20230531_060000.WAV
72	51.167143	53.245714	Unk	AM4_20230531_060000.WAV
73	53.37	56.01	Carduelis carduelis	AM4_20230531_060000.WAV
74	56.198571	56.867143	Luscinia megarhynchos	AM4_20230531_060000.WAV
75	56.738571	57.467143	Unk	AM4_20230531_060000.WAV
76	58.02	58.932857	Unk	AM4_20230531_060000.WAV
77	0.0	1.744687	Curruca melanocephala	AM4_20230531_061000.WAV
78	2.240092	2.864733	Luscinia megarhynchos	AM4_20230531_061000.WAV
79	2.571798	2.722573	Unk	AM4_20230531_061000.WAV
80	2.955198	4.75158	Luscinia megarhynchos	AM4_20230531_061000.WAV
81	3.137143	5.242677	Curruca melanocephala	AM4_20230531_061000.WAV
82	5.535612	6.048248	Unk	AM4_20230531_061000.WAV
83	6.440264	6.797817	Unk	AM4_20230531_061000.WAV
84	6.879667	8.034176	Unk	AM4_20230531_061000.WAV
85	7.353532	7.900632	Unk	AM4_20230531_061000.WAV
86	8.034176	8.688972	Luscinia megarhynchos	AM4_20230531_061000.WAV
87	9.236071	10.53274	Unk	AM4_20230531_061000.WAV
88	11.144457	12.264503	Unk	AM4_20230531_061000.WAV
89	12.342045	12.48	Luscinia megarhynchos	AM4_20230531_061000.WAV
90	13.927341	14.780299	Luscinia megarhynchos	AM4_20230531_061000.WAV
91	15.486789	15.986502	Unk	AM4_20230531_061000.WAV
92	15.60741	15.818495	Luscinia megarhynchos	AM4_20230531_061000.WAV
93	16.059736	16.555141	Unk	AM4_20230531_061000.WAV
94	16.757611	16.994543	Luscinia megarhynchos	AM4_20230531_061000.WAV
