file,start,end,specie
AM4_20230530_091000.WAV,34.066628,34.497415,Curruca melanocephala
AM4_20230530_092000.WAV,4.066628,4.846353,CURMEL/CURUND
AM4_20230530_092000.WAV,12.092188,12.449742,Galerida theklae
AM4_20230530_092000.WAV,13.169156,14.065192,Galerida theklae
AM4_20230530_092000.WAV,22.142447,23.016944,Galerida theklae
AM4_20230530_092000.WAV,30.676335,31.499138,Unk
AM4_20230530_092000.WAV,32.36502,33.493682,Unk
AM4_20230530_092000.WAV,33.946008,37.172602,Galerida theklae
AM4_20230530_092000.WAV,37.202757,37.362148,Curruca melanocephala
AM4_20230530_092000.WAV,37.887708,38.732051,Carduelis carduelis
AM4_20230530_092000.WAV,41.558013,42.298966,Chloris chloris
AM4_20230530_092000.WAV,42.423894,43.440551,Unk
AM4_20230530_092000.WAV,45.318782,46.064044,Chloris chloris
AM4_20230530_092000.WAV,46.473291,47.050546,Galerida theklae
AM4_20230530_092000.WAV,47.636416,48.485066,Chloris chloris
AM4_20230530_092000.WAV,48.515221,49.049397,Galerida theklae
AM4_20230530_092000.WAV,49.73004,50.376221,Abiotic noise
AM4_20230530_092000.WAV,49.755887,50.259908,Chloris chloris
AM4_20230530_092000.WAV,50.216829,52.250144,Galerida theklae
AM4_20230530_092000.WAV,52.857553,53.822516,Galerida theklae
AM4_20230530_092000.WAV,56.76479,57.479897,Chloris chloris
AM4_20230530_092000.WAV,58.531017,58.647329,Unk
AM4_20230530_092000.WAV,59.056577,59.982769,Chloris chloris
AM4_20230530_093000.WAV,3.713383,4.643883,Unk
AM4_20230530_093000.WAV,5.531304,6.375646,Curruca melanocephala
AM4_20230530_093000.WAV,7.857553,8.805284,Unk
AM4_20230530_093000.WAV,9.382539,9.589316,Unk
AM4_20230530_093000.WAV,11.506318,12.927915,Galerida theklae
AM4_20230530_093000.WAV,13.104538,13.901493,Unk
AM4_20230530_093000.WAV,18.890006,19.424182,Tringa ochropus
AM4_20230530_093000.WAV,32.761344,32.838886,Passer sp
AM4_20230530_093000.WAV,33.747846,37.70247,Curruca melanocephala
AM4_20230530_093000.WAV,34.290638,37.452613,abiotic noise
AM4_20230530_093000.WAV,40.627513,41.648478,Galerida theklae
AM4_20230530_093000.WAV,54.429925,59.982769,abiotic noise
AM4_20230530_093000.WAV,54.882252,55.050258,Unk
AM4_20230530_093000.WAV,56.17892,57.643596,Galerida theklae
AM4_20230530_094000.WAV,9.529006,11.355543,Unk
AM4_20230530_094000.WAV,14.203044,14.582137,Chloris chloris
AM4_20230530_094000.WAV,26.196152,26.915566,Wader
AM4_20230530_094000.WAV,35.027283,35.350373,Chloris chloris
AM4_20230530_094000.WAV,38.08587,38.951752,Curruca undata
AM4_20230530_094000.WAV,39.787478,39.998564,Curruca undata
AM4_20230530_094000.WAV,43.785181,44.078116,Curruca undata
AM4_20230530_094000.WAV,45.659104,46.184664,Curruca undata
AM4_20230530_094000.WAV,46.520678,46.92131,Chloris chloris
AM4_20230530_094000.WAV,49.755887,50.13498,Curruca undata
AM4_20230530_094000.WAV,53.930213,54.214532,Curruca undata
AM4_20230530_094000.WAV,54.585009,55.907524,Curruca melanocephala
AM4_20230530_094000.WAV,56.902642,57.910684,Galerida theklae
AM4_20230530_094000.WAV,58.048535,58.285468,Curruca undata
AM4_20230530_095000.WAV,3.454911,3.79954,Charadrius hiaticula
AM4_20230530_095000.WAV,8.012636,8.951752,Curruca melanocephala
AM4_20230530_095000.WAV,9.33946,10.821367,Curruca melanocephala
AM4_20230530_095000.WAV,12.02757,12.389431,Unk
AM4_20230530_095000.WAV,14.203044,14.47444,Unk
AM4_20230530_095000.WAV,15.982194,17.050546,Unk
AM4_20230530_095000.WAV,18.377369,18.653073,Unk
AM4_20230530_095000.WAV,21.056864,21.143021,Saxicola rubicola
AM4_20230530_095000.WAV,21.823665,22.23722,Unk
AM4_20230530_095000.WAV,21.995979,22.064905,Saxicola rubicola
AM4_20230530_095000.WAV,22.857553,22.978173,Saxicola rubicola
AM4_20230530_095000.WAV,23.004021,23.193567,Unk
AM4_20230530_095000.WAV,23.236646,23.331419,Saxicola rubicola
