file,start,end,specie
AM1_20230511_060000.WAV,0.0,0.857143,Galerida theklae
AM1_20230511_060000.WAV,1.697143,2.614286,CURUND/CURMEL
AM1_20230511_060000.WAV,4.517143,5.438571,CURUND/CURMEL
AM1_20230511_060000.WAV,5.82,9.561429,Galerida theklae
AM1_20230511_060000.WAV,10.757143,13.414286,CURUND/CURMEL
AM1_20230511_060000.WAV,14.297143,16.641429,Galerida theklae
AM1_20230511_060000.WAV,17.018571,17.652857,Unk
AM1_20230511_060000.WAV,20.202857,23.691429,Galerida theklae
AM1_20230511_060000.WAV,25.881429,26.271429,Galerida theklae
AM1_20230511_060000.WAV,27.99,28.607143,Galerida theklae
AM1_20230511_060000.WAV,29.447143,30.87,Galerida theklae
AM1_20230511_060000.WAV,33.141429,33.518571,Galerida theklae
AM1_20230511_060000.WAV,34.341429,35.451429,Galerida theklae
AM1_20230511_060000.WAV,39.051429,40.932857,Galerida theklae
AM1_20230511_060000.WAV,42.45,42.857143,Galerida theklae
AM1_20230511_060000.WAV,44.455714,47.151429,Galerida theklae
AM1_20230511_060000.WAV,49.607143,50.674286,Galerida theklae
AM1_20230511_060000.WAV,51.638571,53.065714,Galerida theklae
AM1_20230511_060000.WAV,54.698571,57.672857,Galerida theklae
AM1_20230511_060000.WAV,59.288571,60.0,Galerida theklae
AM1_20230511_063000.WAV,12.087881,19.686962,Unk
AM1_20230511_063000.WAV,19.833429,21.022401,abiotic noise
AM1_20230511_063000.WAV,20.858702,22.194141,Unk
AM1_20230511_063000.WAV,23.555428,26.271429,abiotic noise
AM1_20230511_063000.WAV,29.276278,38.426192,abiotic noise
AM1_20230511_063000.WAV,38.426192,60.0,Homo sapiens
AM1_20230511_070000.WAV,0.0,1.632682,Curruca undata
AM1_20230511_070000.WAV,5.871626,8.951752,Curruca undata
AM1_20230511_070000.WAV,12.867605,15.064618,Curruca undata
AM1_20230511_070000.WAV,19.299253,22.323377,Curruca undata
AM1_20230511_070000.WAV,23.124641,23.22803,Unk
AM1_20230511_070000.WAV,25.812751,26.023837,Curruca undata
AM1_20230511_070000.WAV,30.749569,32.597645,Curruca undata
AM1_20230511_070000.WAV,38.904365,39.287766,Galerida theklae
AM1_20230511_070000.WAV,39.757323,41.519242,Curruca undata
AM1_20230511_070000.WAV,41.971568,44.969845,Unk
AM1_20230511_070000.WAV,45.732338,47.726881,Curruca undata
AM1_20230511_070000.WAV,50.634693,53.322803,Curruca undata
AM1_20230511_070000.WAV,57.7556,59.6166,Curruca undata
AM1_20230511_080000.WAV,0.0,3.846927,Galerida theklae
AM1_20230511_080000.WAV,4.247559,6.332567,Unk
AM1_20230511_080000.WAV,6.840896,7.35784,Unk
AM1_20230511_080000.WAV,8.391729,9.007754,Actitis hypoleucos
AM1_20230511_080000.WAV,9.007754,10.080414,Curruca undata
AM1_20230511_080000.WAV,10.119184,10.493969,Galerida theklae
AM1_20230511_080000.WAV,11.114302,11.536473,Curruca undata
AM1_20230511_080000.WAV,12.423894,13.733487,Curruca undata
AM1_20230511_080000.WAV,15.336014,16.072659,Curruca undata
AM1_20230511_080000.WAV,16.201895,16.783458,Galerida theklae
AM1_20230511_080000.WAV,17.248708,17.451177,Carduelis carduelis
AM1_20230511_080000.WAV,17.50718,17.739805,Unk
AM1_20230511_080000.WAV,17.739805,18.721999,Curruca undata
AM1_20230511_080000.WAV,18.696152,19.363871,Galerida theklae
AM1_20230511_080000.WAV,19.81189,21.143021,Curruca undata
AM1_20230511_080000.WAV,21.190408,21.470419,Unk
AM1_20230511_080000.WAV,21.767662,22.491384,Galerida theklae
AM1_20230511_080000.WAV,22.633544,22.827398,Carduelis carduelis
AM1_20230511_080000.WAV,22.922171,23.124641,Unk
AM1_20230511_080000.WAV,23.124641,24.098219,Curruca undata
AM1_20230511_080000.WAV,23.977599,24.701321,Galerida theklae
AM1_20230511_080000.WAV,24.886559,25.623205,Galerida theklae
AM1_20230511_080000.WAV,25.399196,26.183228,Curruca undata
AM1_20230511_080000.WAV,26.226307,26.975876,Unk
AM1_20230511_080000.WAV,26.734635,27.389431,Galerida theklae
AM1_20230511_080000.WAV,27.475589,28.419012,Unk
AM1_20230511_080000.WAV,28.419012,29.349512,Curruca undata
AM1_20230511_080000.WAV,30.189546,31.236358,Carduelis carduelis
AM1_20230511_080000.WAV,31.266513,32.395175,Curruca undata
AM1_20230511_080000.WAV,32.412407,33.950316,Carduelis carduelis
AM1_20230511_080000.WAV,34.880816,36.401493,Curruca undata
AM1_20230511_080000.WAV,35.595922,35.72085,Unk
AM1_20230511_080000.WAV,36.203331,36.423033,Galerida theklae
AM1_20230511_080000.WAV,36.384262,36.655658,Unk
AM1_20230511_080000.WAV,37.586157,40.136416,Curruca undata
AM1_20230511_080000.WAV,40.722286,41.372774,Unk
AM1_20230511_080000.WAV,41.816485,41.932797,Unk
AM1_20230511_080000.WAV,42.006031,43.324239,Curruca undata
AM1_20230511_080000.WAV,43.763642,44.883688,Unk
AM1_20230511_080000.WAV,44.883688,47.029006,Curruca undata
AM1_20230511_080000.WAV,47.334865,48.437679,Unk
AM1_20230511_080000.WAV,48.205055,48.743538,Burhinus oedicnemus
AM1_20230511_080000.WAV,49.954049,51.289489,Unk
AM1_20230511_080000.WAV,51.487651,52.952326,Curruca undata
AM1_20230511_080000.WAV,54.309305,54.580701,Curruca undata
AM1_20230511_080000.WAV,54.554854,54.753016,Burhinus oedicnemus
AM1_20230511_080000.WAV,54.753016,55.317346,Curruca undata
AM1_20230511_080000.WAV,55.278576,55.498277,Curruca undata
AM1_20230511_080000.WAV,55.515508,56.045376,Curruca undata
AM1_20230511_080000.WAV,57.561746,57.850373,Unk
AM1_20230511_080000.WAV,57.880528,59.931074,Curruca undata
AM1_20230511_083000.WAV,0.0,1.507754,Unk
AM1_20230511_083000.WAV,1.335439,13.897186,abiotic noise
AM1_20230511_083000.WAV,1.92131,4.979897,abiotic noise
AM1_20230511_083000.WAV,4.979897,6.659966,Unk
AM1_20230511_083000.WAV,6.737507,9.425617,abiotic noise
AM1_20230511_083000.WAV,9.520391,14.448593,Unk
AM1_20230511_083000.WAV,14.784607,16.266513,Galerida theklae
AM1_20230511_083000.WAV,17.851809,19.462952,Unk
AM1_20230511_083000.WAV,19.781735,22.013211,Galerida theklae
AM1_20230511_083000.WAV,24.098219,25.778288,Unk
AM1_20230511_083000.WAV,24.485928,25.881429,Curruca melanocephala
AM1_20230511_083000.WAV,26.415853,28.607143,Galerida theklae
AM1_20230511_083000.WAV,28.716255,29.707065,CURUND/CURMEL
AM1_20230511_083000.WAV,28.785181,30.379092,Galerida theklae
AM1_20230511_083000.WAV,35.393452,36.203331,Galerida theklae
AM1_20230511_083000.WAV,36.582424,36.737507,abiotic noise
AM1_20230511_083000.WAV,39.692705,41.053992,Unk
AM1_20230511_083000.WAV,41.191844,44.750144,Galerida theklae
AM1_20230511_083000.WAV,44.750144,45.732338,Galerida theklae
AM1_20230511_083000.WAV,50.393452,51.77197,Unk
AM1_20230511_083000.WAV,50.72085,52.952326,CURUND/CURMEL
AM1_20230511_083000.WAV,52.952326,54.236071,Unk
AM1_20230511_083000.WAV,57.49282,58.380241,CURUND/CURMEL
AM1_20230511_090000.WAV,0.0,0.245549,Unk
AM1_20230511_090000.WAV,1.727455,3.317059,abiotic noise
AM1_20230511_090000.WAV,1.878231,2.886272,Curruca undata
AM1_20230511_090000.WAV,2.468409,2.571798,Unk
AM1_20230511_090000.WAV,3.058587,3.205055,Unk
AM1_20230511_090000.WAV,6.474727,7.043366,Unk
AM1_20230511_090000.WAV,13.931648,15.064618,Unk
AM1_20230511_090000.WAV,18.786617,19.73004,abiotic noise
AM1_20230511_090000.WAV,28.699024,29.138426,abiotic noise
AM1_20230511_090000.WAV,32.761344,34.28633,abiotic noise
AM1_20230511_090000.WAV,36.978748,37.047674,Unk
AM1_20230511_090000.WAV,38.572659,40.136416,abiotic noise
AM1_20230511_090000.WAV,40.166571,40.761057,Unk
AM1_20230511_090000.WAV,41.053992,41.23923,abiotic noise
AM1_20230511_090000.WAV,54.283458,58.216542,abiotic noise
AM1_20230511_090000.WAV,58.918725,59.810454,Unk
AM1_20230511_093000.WAV,1.744687,4.4888,abiotic noise
AM1_20230511_093000.WAV,28.953188,34.833429,Unk
AM1_20230511_093000.WAV,38.22803,40.722286,Curruca undata
AM1_20230511_093000.WAV,44.022114,46.055428,Curruca undata
AM1_20230511_093000.WAV,48.342906,50.832855,Curruca undata
AM1_20230511_093000.WAV,54.167145,56.131534,Curruca undata
AM1_20230511_093000.WAV,59.6166,60.017231,Curruca undata
AM1_20230511_100000.WAV,0.0,60.0,abiotic noise
AM1_20230511_100000.WAV,8.351048,9.007754,Unk
AM1_20230511_100000.WAV,11.979315,13.379775,Unk
AM1_20230511_100000.WAV,14.603561,16.305658,Unk
AM1_20230511_100000.WAV,24.049122,24.286123,Unk
AM1_20230511_100000.WAV,25.656418,26.638895,Unk
AM1_20230511_100000.WAV,27.324043,27.552425,Unk
AM1_20230511_100000.WAV,27.845444,27.966099,Unk
AM1_20230511_100000.WAV,30.719618,31.068656,Unk
AM1_20230511_100000.WAV,33.141429,34.382359,Unk
AM1_20230511_100000.WAV,37.855498,38.195918,Unk
AM1_20230511_100000.WAV,41.031309,42.45,Unk
AM1_20230511_100000.WAV,50.920708,51.851475,Unk
AM1_20230511_100000.WAV,56.401891,56.931911,Unk
AM1_20230511_103000.WAV,0.0,60.0,abiotic noise
AM1_20230511_103000.WAV,0.499856,1.999425,Unk
AM1_20230511_103000.WAV,8.760413,9.975581,Unk
AM1_20230511_103000.WAV,18.037919,18.968686,Unk
AM1_20230511_103000.WAV,24.208559,24.626542,Unk
AM1_20230511_103000.WAV,31.663313,32.826771,Unk
AM1_20230511_103000.WAV,41.156274,42.509333,Unk
AM1_20230511_103000.WAV,49.17552,50.515652,Unk
AM1_20230511_103000.WAV,50.498416,50.899163,Unk
AM1_20230511_103000.WAV,56.074399,57.000857,Unk
