path,annotator,recorder,date,time,audio_duration,start_time,end_time,low_frequency,high_frequency,specie,bbox
AM1/2023_05_12/AM1_20230512_070000.WAV,Edu,AM1,2023/05/12,07:00:00,00:01:00,26.035714,28.354394,1734.765503,10928.530273,Turdus merula,"[37, 0.45268817204301076, 0.19227966083456147, 0.03870967741935484, 0.17742383409368948]"
AM1/2023_05_14/AM1_20230514_070000.WAV,Edu,AM1,2023/05/14,07:00:00,00:01:00,46.529294,53.28834,2444.960893,5133.784656,Chloris chloris,"[7, 0.8311827956989247, 0.21215613256253607, 0.11182795698924732, 0.07151054507798042]"
AM1/2023_05_14/AM1_20230514_070000.WAV,Edu,AM1,2023/05/14,07:00:00,00:01:00,54.343768,59.956921,2590.593994,4901.628906,Chloris chloris,"[7, 0.9521505376344086, 0.21159785834251466, 0.0935483870967742, 0.06147210980044736]"
AM1/2023_05_14/AM1_20230514_070000.WAV,Edu,AM1,2023/05/14,07:00:00,00:01:00,42.484204,46.266513,2657.680036,4706.443848,Chloris chloris,"[7, 0.739247311827957, 0.21232416126300957, 0.06344086021505377, 0.05509032743827447]"
AM1/2023_05_14/AM1_20230514_070000.WAV,Edu,AM1,2023/05/14,07:00:00,00:01:00,40.114877,41.773406,2807.51123,4668.230469,Chloris chloris,"[7, 0.6817204301075269, 0.21007360185150473, 0.02795698924731183, 0.04901741070393551]"
AM1/2023_05_14/AM1_20230514_093000.WAV,Edu,AM1,2023/05/14,09:30:00,00:01:00,39.877944,40.313038,2859.372702,4241.102051,Chloris chloris,"[7, 0.667741935483871, 0.21381646298697574, 0.0064516129032258064, 0.038002720631106254]"
AM1/2023_05_14/AM1_20230514_093000.WAV,Edu,AM1,2023/05/14,09:30:00,00:01:00,48.321367,48.674612,2821.5625,3964.312012,Chloris chloris,"[7, 0.8075268817204301, 0.21771111538801846, 0.0064516129032258064, 0.03277985292456917]"
AM1/2023_05_15/AM1_20230515_080000.WAV,Edu,AM1,2023/05/15,08:00:00,00:01:00,3.205055,3.989087,2425.909424,5740.260742,Chloris chloris,"[7, 0.05913978494623656, 0.2071511230529037, 0.012903225806451613, 0.083028764892075]"
AM1/2023_05_15/AM1_20230515_080000.WAV,Edu,AM1,2023/05/15,08:00:00,00:01:00,5.746697,6.65135,2806.866943,3974.946533,Chloris chloris,"[7, 0.1032258064516129, 0.21783368466801942, 0.015053763440860216, 0.03354149501814348]"
AM1/2023_05_15/AM1_20230515_080000.WAV,Edu,AM1,2023/05/15,08:00:00,00:01:00,4.462952,5.169443,2556.965332,5040.642578,Chloris chloris,"[7, 0.08010752688172043, 0.21087968463069293, 0.011827956989247311, 0.0654275807012802]"
AM1/2023_05_15/AM1_20230515_080000.WAV,Edu,AM1,2023/05/15,08:00:00,00:01:00,0.680643,2.412407,2556.965332,4993.681152,Chloris chloris,"[7, 0.025268817204301075, 0.2113308454705407, 0.02903225806451613, 0.06452525902158461]"
AM1/2023_05_15/AM1_20230515_080000.WAV,Edu,AM1,2023/05/15,08:00:00,00:01:00,7.556002,7.935095,2806.866943,3898.772705,Chloris chloris,"[7, 0.128494623655914, 0.21876632558296305, 0.005376344086021506, 0.03167621318825624]"
AM1/2023_05_30/AM1_20230530_061000.WAV,Giulia,AM1,2023/05/30,06:10:00,00:01:00,27.833456,29.44731,2685.771484,4240.867188,Chloris chloris,"[7, 0.4768817204301075, 0.21683808927843376, 0.026881720430107527, 0.04403529612262779]"
AM1/2023_05_30/AM1_20230530_081000.WAV,Giulia,AM1,2023/05/30,08:10:00,00:01:00,8.614116,9.234953,1524.711792,6819.46582,Chloris chloris,"[7, 0.14838709677419354, 0.22123146289647685, 0.010752688172043012, 0.1444042043009662]"
AM10/2023_05_09/AM10_20230509_060000.WAV,Edu,AM10,2023/05/09,06:00:00,00:01:00,49.073324,49.565217,1328.264771,3478.61499,Turdus merula,"[37, 0.821505376344086, 0.2603252887977917, 0.008602150537634409, 0.09280972040962963]"
AM10/2023_05_09/AM10_20230509_060000.WAV,Edu,AM10,2023/05/09,06:00:00,00:01:00,45.348195,46.028003,1400.161499,3819.293945,Turdus merula,"[37, 0.760752688172043, 0.2532811062705707, 0.011827956989247311, 0.09673483790576254]"
AM10/2023_05_09/AM10_20230509_060000.WAV,Edu,AM10,2023/05/09,06:00:00,00:01:00,50.523426,51.278556,1328.264771,3626.736816,Turdus merula,"[37, 0.8478494623655914, 0.2583154026706685, 0.011827956989247311, 0.09682949266387597]"
AM10/2023_05_09/AM10_20230509_060000.WAV,Edu,AM10,2023/05/09,06:00:00,00:01:00,42.579219,43.297716,1142.987549,3589.22168,Turdus merula,"[37, 0.7150537634408602, 0.26605753263842474, 0.012903225806451613, 0.11030904304294387]"
AM10/2023_05_09/AM10_20230509_060000.WAV,Edu,AM10,2023/05/09,06:00:00,00:01:00,37.654753,38.970155,1346.004639,3406.467041,Turdus merula,"[37, 0.6381720430107527, 0.2606960056762412, 0.02258064516129032, 0.08951036848270928]"
AM10/2023_05_09/AM10_20230509_080000.WAV,Edu,AM10,2023/05/09,08:00:00,00:01:00,49.674038,50.225445,2396.478027,2687.082275,Luscinia megarhynchos,"[23, 0.8317204301075268, 0.24432544440290802, 0.00967741935483871, 0.011033486800283704]"
AM10/2023_05_09/AM10_20230509_083000.WAV,Edu,AM10,2023/05/09,08:30:00,00:01:00,11.545089,13.914417,1918.495728,4712.829102,Luscinia megarhynchos,"[23, 0.21129032258064517, 0.22796770790334867, 0.03978494623655914, 0.08663881489768152]"
AM10/2023_05_09/AM10_20230509_090000.WAV,Edu,AM10,2023/05/09,09:00:00,00:01:00,16.734993,20.755313,2338.938477,4359.384277,Chloris chloris,"[7, 0.3118279569892473, 0.2221741800408891, 0.06666666666666667, 0.06002161003184185]"
AM10/2023_05_09/AM10_20230509_090000.WAV,Edu,AM10,2023/05/09,09:00:00,00:01:00,2.937967,6.621223,2406.624268,4223.581543,Chloris chloris,"[7, 0.07903225806451612, 0.2223245387156293, 0.06129032258064516, 0.054220745765206]"
AM10/2023_05_09/AM10_20230509_090000.WAV,Edu,AM10,2023/05/09,09:00:00,00:01:00,11.691557,13.630098,2561.884521,4395.32959,Chloris chloris,"[7, 0.210752688172043, 0.2173899836378303, 0.03225806451612903, 0.05203642459556824]"
AM10/2023_05_09/AM10_20230509_090000.WAV,Edu,AM10,2023/05/09,09:00:00,00:01:00,14.991384,15.818495,2979.067627,5047.005371,Chloris chloris,"[7, 0.2564516129032258, 0.20345447281735593, 0.013978494623655914, 0.050820373546416164]"
AM10/2023_05_09/AM10_20230509_090000.WAV,Edu,AM10,2023/05/09,09:00:00,00:01:00,1.886847,2.6278,3176.491699,4923.040039,Chloris chloris,"[7, 0.037096774193548385, 0.2015603112809388, 0.011827956989247311, 0.04223736036851081]"
AM10/2023_05_09/AM10_20230509_090000.WAV,Edu,AM10,2023/05/09,09:00:00,00:01:00,23.981209,24.451465,2275.075195,4288.251465,Chloris chloris,"[7, 0.4026881720430108, 0.22430151785491892, 0.007526881720430108, 0.06110440065232944]"
AM10/2023_05_09/AM10_20230509_090000.WAV,Edu,AM10,2023/05/09,09:00:00,00:01:00,38.16772,38.63297,2360.530029,4183.422363,Chloris chloris,"[7, 0.639247311827957, 0.22371715959497857, 0.007526881720430108, 0.05516402012271794]"
AM10/2023_05_09/AM10_20230509_090000.WAV,Edu,AM10,2023/05/09,09:00:00,00:01:00,46.619759,47.731189,2953.113281,5690.890625,Chloris chloris,"[7, 0.785483870967742, 0.19808881165144707, 0.01827956989247312, 0.06323876751278602]"
AM10/2023_05_09/AM10_20230509_090000.WAV,Edu,AM10,2023/05/09,09:00:00,00:01:00,43.578403,46.188972,2254.087402,4218.118164,Chloris chloris,"[7, 0.7473118279569892, 0.22554304218550558, 0.043010752688172046, 0.06040819755321659]"
