	start	end	specie	file
0	0.0	0.565714	Cyanopica cooki	AM1_20230510_060000.WAV
1	1.157143	5.854286	abiotic noise	AM1_20230510_060000.WAV
2	5.854286	6.96	abiotic noise	AM1_20230510_060000.WAV
3	5.854286	6.934286	abiotic noise	AM1_20230510_060000.WAV
4	5.914286	6.925714	Cyanopica cooki	AM1_20230510_060000.WAV
5	6.96	11.297143	abiotic noise	AM1_20230510_060000.WAV
6	11.297143	13.474286	abiotic noise	AM1_20230510_060000.WAV
7	11.331429	12.488571	abiotic noise	AM1_20230510_060000.WAV
8	11.331429	12.394286	Cyanopica cooki	AM1_20230510_060000.WAV
9	12.394286	12.882857	Cyanopica cooki	AM1_20230510_060000.WAV
10	12.488571	13.105714	Galerida theklae	AM1_20230510_060000.WAV
11	12.488571	13.054286	Unk	AM1_20230510_060000.WAV
12	13.054286	13.431429	Cyanopica cooki	AM1_20230510_060000.WAV
13	17.537143	18.848571	Galerida theklae	AM1_20230510_060000.WAV
14	20.468571	21.694286	Cyanopica cooki	AM1_20230510_060000.WAV
15	24.334286	26.031429	Galerida theklae	AM1_20230510_060000.WAV
16	30.548571	32.537143	Galerida theklae	AM1_20230510_060000.WAV
17	41.194286	41.734286	Cyanopica cooki	AM1_20230510_060000.WAV
18	51.445714	52.08	Unk	AM1_20230510_060000.WAV
19	0.0	0.40494	Galerida theklae	AM1_20230510_061000.WAV
20	4.006318	5.354681	Galerida theklae	AM1_20230510_061000.WAV
21	6.978748	11.898334	Galerida theklae	AM1_20230510_061000.WAV
22	15.499713	17.046238	Galerida theklae	AM1_20230510_061000.WAV
23	21.397186	28.711947	Galerida theklae	AM1_20230510_061000.WAV
24	34.299253	34.906663	Cyanopica cooki	AM1_20230510_061000.WAV
25	34.906663	38.02556	Galerida theklae	AM1_20230510_061000.WAV
26	38.116025	41.17892	Galerida theklae	AM1_20230510_061000.WAV
27	42.682366	43.22085	Cyanopica cooki	AM1_20230510_061000.WAV
28	46.938541	51.168868	Galerida theklae	AM1_20230510_061000.WAV
29	56.191844	60.0	Galerida theklae	AM1_20230510_061000.WAV
30	1.180356	5.552843	abiotic noise	AM1_20230510_070000.WAV
31	5.552843	8.150488	abiotic noise	AM1_20230510_070000.WAV
32	5.552843	8.150488	abiotic noise	AM1_20230510_070000.WAV
33	5.552843	8.150488	Galerida theklae	AM1_20230510_070000.WAV
34	8.150488	9.666858	abiotic noise	AM1_20230510_070000.WAV
35	9.666858	10.024411	abiotic noise	AM1_20230510_070000.WAV
36	9.666858	10.024411	abiotic noise	AM1_20230510_070000.WAV
37	9.666858	10.024411	Unk	AM1_20230510_070000.WAV
38	10.024411	12.936531	abiotic noise	AM1_20230510_070000.WAV
39	12.936531	17.537143	Galerida theklae	AM1_20230510_070000.WAV
40	12.936531	14.065192	abiotic noise	AM1_20230510_070000.WAV
41	24.365307	29.931074	Galerida theklae	AM1_20230510_070000.WAV
