path,recorder,date,time,audio_duration,start_time,end_time,low_frequency,high_frequency,specie,bbox
AM16/2023_05_09/AM16_20230509_065000.WAV,AM16,2023/05/09,06:50:00,00:01:00,24.767233,29.189646,2322.18451,5334.892915,alaudidae,"[0.4489247311827957, 0.15642007607995215, 0.07419354838709677, 0.08592261499101349]"
AM16/2023_05_09/AM16_20230509_065000.WAV,AM16,2023/05/09,06:50:00,00:01:00,7.086205,18.32758,2160.055062,6525.578307,alaudidae,"[0.21129032258064517, 0.14975264062770238, 0.1881720430107527, 0.11421039020197]"
AM16/2023_05_09/AM16_20230509_065000.WAV,AM16,2023/05/09,06:50:00,00:01:00,57.224119,60.0,2385.726807,5138.718262,alaudidae,"[0.9763440860215054, 0.1569608446920134, 0.047311827956989246, 0.07926369807799387]"
AM16/2023_05_09/AM16_20230509_065000.WAV,AM16,2023/05/09,06:50:00,00:01:00,0.094828,3.922412,2330.790039,5191.399414,alaudidae,"[0.032795698924731186, 0.1576373145425091, 0.06344086021505377, 0.08272392124726788]"
AM16/2023_05_09/AM16_20230509_065000.WAV,AM16,2023/05/09,06:50:00,00:01:00,39.862056,42.577572,3376.465088,7153.177734,alaudidae,"[0.6860215053763441, 0.12193737214343828, 0.04516129032258064, 0.0775517239801545]"
AM16/2023_05_09/AM16_20230509_071000.WAV,AM16,2023/05/09,07:10:00,00:01:00,33.422403,38.047099,2207.240723,7455.998535,alaudidae,"[0.5951612903225807, 0.14175195475556937, 0.07634408602150537, 0.12574715184918403]"
AM16/2023_05_09/AM16_20230509_071000.WAV,AM16,2023/05/09,07:10:00,00:01:00,0.0,6.344825,2576.078369,5061.998535,alaudidae,"[0.05268817204301075, 0.1537728329109164, 0.1053763440860215, 0.06977986960985406]"
AM16/2023_05_09/AM16_20230509_071000.WAV,AM16,2023/05/09,07:10:00,00:01:00,53.931017,60.0,1908.095581,5653.525879,alaudidae,"[0.9489247311827957, 0.16356817369009158, 0.10215053763440861, 0.11220404286550262]"
AM16/2023_05_09/AM16_20230509_071000.WAV,AM16,2023/05/09,07:10:00,00:01:00,25.060337,30.956886,2540.697754,7367.915039,alaudidae,"[0.4661290322580645, 0.13509870758407125, 0.0978494623655914, 0.10998534949450049]"
AM16/2023_05_09/AM16_20230509_072000.WAV,AM16,2023/05/09,07:20:00,00:01:00,22.681027,30.3793,2885.196059,5672.481876,alaudidae,"[0.4413978494623656, 0.1420382295205444, 0.12795698924731183, 0.06983572968146302]"
AM16/2023_05_09/AM16_20230509_072000.WAV,AM16,2023/05/09,07:20:00,00:01:00,56.637912,58.706877,2810.121094,5203.644531,alaudidae,"[0.9602150537634409, 0.1478558311725801, 0.034408602150537634, 0.06364770456430341]"
AM16/2023_05_09/AM16_20230509_072000.WAV,AM16,2023/05/09,07:20:00,00:01:00,0.030172,2.323275,2362.642578,7323.762207,alaudidae,"[0.01935483870967742, 0.1391620254638675, 0.03870967741935484, 0.11687016798791501]"
AM16/2023_05_09/AM16_20230509_072000.WAV,AM16,2023/05/09,07:20:00,00:01:00,5.957783,7.215515,2495.982422,4539.595215,alaudidae,"[0.10913978494623656, 0.16103028919658904, 0.02043010752688172, 0.061790721517409664]"
AM16/2023_05_09/AM16_20230509_072000.WAV,AM16,2023/05/09,07:20:00,00:01:00,14.318961,20.681028,2138.494152,6061.257422,alaudidae,"[0.2908602150537634, 0.15408327721165813, 0.1064516129032258, 0.10762172911944612]"
AM16/2023_05_09/AM16_20230509_072000.WAV,AM16,2023/05/09,07:20:00,00:01:00,2.534482,4.448274,2041.419189,3322.979492,alaudidae,"[0.057526881720430106, 0.18752796281490136, 0.03118279569892473, 0.05033050177715381]"
AM16/2023_05_09/AM16_20230509_073000.WAV,AM16,2023/05/09,07:30:00,00:01:00,7.120687,11.181031,2252.340395,5033.798057,alaudidae,"[0.1521505376344086, 0.16099803957514208, 0.06774193548387097, 0.08307606928331594]"
AM16/2023_05_09/AM16_20230509_073000.WAV,AM16,2023/05/09,07:30:00,00:01:00,20.918571,25.362061,2721.505615,5762.416504,alaudidae,"[0.38548387096774195, 0.1442425632479229, 0.07419354838709677, 0.07749431802095065]"
AM16/2023_05_09/AM16_20230509_074000.WAV,AM16,2023/05/09,07:40:00,00:01:00,27.560336,41.03676,2633.253418,5540.818848,alaudidae,"[0.571505376344086, 0.1479707242342541, 0.22473118279569892, 0.07684873321565311]"
AM16/2023_05_09/AM16_20230509_074000.WAV,AM16,2023/05/09,07:40:00,00:01:00,41.896538,54.784465,2721.505615,6168.37793,alaudidae,"[0.8053763440860215, 0.1407262115356381, 0.21505376344086022, 0.08452702144552023]"
AM16/2023_05_09/AM16_20230509_075000.WAV,AM16,2023/05/09,07:50:00,00:01:00,7.43969,7.935342,2705.998779,3692.582764,alaudidae,"[0.12741935483870967, 0.16752401651668436, 0.007526881720430108, 0.0321119859672946]"
AM16/2023_05_09/AM16_20230509_075000.WAV,AM16,2023/05/09,07:50:00,00:01:00,3.049971,6.974136,3029.924072,5068.814941,alaudidae,"[0.08333333333333333, 0.14532194480015134, 0.06559139784946237, 0.05315611617806732]"
AM16/2023_05_09/AM16_20230509_075000.WAV,AM16,2023/05/09,07:50:00,00:01:00,22.491372,24.146544,3132.980957,5675.109375,alaudidae,"[0.3881720430107527, 0.13775867231999367, 0.02795698924731183, 0.0613722923981555]"
AM16/2023_05_09/AM16_20230509_075000.WAV,AM16,2023/05/09,07:50:00,00:01:00,30.396542,34.568954,2063.737061,6155.705566,alaudidae,"[0.5408602150537635, 0.15512256648497214, 0.06881720430107527, 0.1128948454034418]"
AM16/2023_05_09/AM16_20230509_075000.WAV,AM16,2023/05/09,07:50:00,00:01:00,50.883604,51.633604,3167.961914,8982.40332,alaudidae,"[0.853763440860215, 0.11346815338490385, 0.012903225806451613, 0.1076592964962339]"
AM16/2023_05_09/AM16_20230509_075000.WAV,AM16,2023/05/09,07:50:00,00:01:00,35.387919,39.405159,2559.024757,7490.373489,alaudidae,"[0.6225806451612903, 0.13387605601791538, 0.06666666666666667, 0.11094568845459367]"
AM16/2023_05_09/AM16_20230509_081000.WAV,AM16,2023/05/09,08:10:00,00:01:00,16.603443,18.525856,2814.156982,6092.836914,alaudidae,"[0.2924731182795699, 0.13963351385804992, 0.03225806451612903, 0.07979582765650772]"
AM16/2023_05_09/AM16_20230509_081000.WAV,AM16,2023/05/09,08:10:00,00:01:00,23.72413,26.465509,3210.540771,6214.918457,alaudidae,"[0.41774193548387095, 0.1318024159159779, 0.046236559139784944, 0.06823241167874694]"
AM16/2023_05_09/AM16_20230509_081000.WAV,AM16,2023/05/09,08:10:00,00:01:00,35.155161,36.206885,2721.505615,5972.909668,alaudidae,"[0.5940860215053764, 0.1423894642480643, 0.01827956989247312, 0.08120051602066786]"
AM16/2023_05_09/AM16_20230509_081000.WAV,AM16,2023/05/09,08:10:00,00:01:00,42.327572,43.422399,2909.317139,6153.606934,alaudidae,"[0.714516129032258, 0.13740320836754688, 0.01827956989247312, 0.07738568067707675]"
AM16/2023_05_09/AM16_20230509_081000.WAV,AM16,2023/05/09,08:10:00,00:01:00,0.0,14.18103,2877.314453,5855.099121,alaudidae,"[0.11774193548387096, 0.14054289498489436, 0.23548387096774193, 0.07339156011281218]"
AM16/2023_05_09/AM16_20230509_082000.WAV,AM16,2023/05/09,08:20:00,00:01:00,42.999986,48.663777,2688.186035,6427.986328,alaudidae,"[0.7634408602150538, 0.13923314571752143, 0.09462365591397849, 0.09005823461468894]"
AM16/2023_05_09/AM16_20230509_082000.WAV,AM16,2023/05/09,08:20:00,00:01:00,20.482752,21.181027,2558.121582,5160.936035,alaudidae,"[0.3467741935483871, 0.15313434351107133, 0.011827956989247311, 0.07250204465425115]"
AM16/2023_05_09/AM16_20230509_082000.WAV,AM16,2023/05/09,08:20:00,00:01:00,22.72413,31.1293,2179.66313,6427.986328,alaudidae,"[0.4483870967741935, 0.15006418087244577, 0.13978494623655913, 0.1117203049245376]"
