	start	end	specie	file
0	0.0	0.857143	Galerida theklae	AM1_20230511_060000.WAV
1	1.697143	2.614286	CURUND/CURMEL	AM1_20230511_060000.WAV
2	4.517143	5.438571	CURUND/CURMEL	AM1_20230511_060000.WAV
3	5.82	9.561429	Galerida theklae	AM1_20230511_060000.WAV
4	10.757143	13.414286	CURUND/CURMEL	AM1_20230511_060000.WAV
5	14.297143	16.641429	Galerida theklae	AM1_20230511_060000.WAV
6	17.018571	17.652857	Unk	AM1_20230511_060000.WAV
7	20.202857	23.691429	Galerida theklae	AM1_20230511_060000.WAV
8	25.881429	26.271429	Galerida theklae	AM1_20230511_060000.WAV
9	27.99	28.607143	Galerida theklae	AM1_20230511_060000.WAV
10	29.447143	30.87	Galerida theklae	AM1_20230511_060000.WAV
11	33.141429	33.518571	Galerida theklae	AM1_20230511_060000.WAV
12	34.341429	35.451429	Galerida theklae	AM1_20230511_060000.WAV
13	39.051429	40.932857	Galerida theklae	AM1_20230511_060000.WAV
14	42.45	42.857143	Galerida theklae	AM1_20230511_060000.WAV
15	44.455714	47.151429	Galerida theklae	AM1_20230511_060000.WAV
16	49.607143	50.674286	Galerida theklae	AM1_20230511_060000.WAV
17	51.638571	53.065714	Galerida theklae	AM1_20230511_060000.WAV
18	54.698571	57.672857	Galerida theklae	AM1_20230511_060000.WAV
19	59.288571	60.0	Galerida theklae	AM1_20230511_060000.WAV
20	12.087881	19.686962	Unk	AM1_20230511_063000.WAV
21	19.833429	21.022401	abiotic noise	AM1_20230511_063000.WAV
22	20.858702	22.194141	Unk	AM1_20230511_063000.WAV
23	23.555428	26.271429	abiotic noise	AM1_20230511_063000.WAV
24	29.276278	38.426192	abiotic noise	AM1_20230511_063000.WAV
25	38.426192	60.0	Homo sapiens	AM1_20230511_063000.WAV
26	0.0	1.632682	Curruca undata	AM1_20230511_070000.WAV
27	5.871626	8.951752	Curruca undata	AM1_20230511_070000.WAV
28	12.867605	15.064618	Curruca undata	AM1_20230511_070000.WAV
29	19.299253	22.323377	Curruca undata	AM1_20230511_070000.WAV
30	23.124641	23.22803	Unk	AM1_20230511_070000.WAV
31	25.812751	26.023837	Curruca undata	AM1_20230511_070000.WAV
32	30.749569	32.597645	Curruca undata	AM1_20230511_070000.WAV
33	38.904365	39.287766	Galerida theklae	AM1_20230511_070000.WAV
34	39.757323	41.519242	Curruca undata	AM1_20230511_070000.WAV
35	41.971568	44.969845	Unk	AM1_20230511_070000.WAV
36	45.732338	47.726881	Curruca undata	AM1_20230511_070000.WAV
37	50.634693	53.322803	Curruca undata	AM1_20230511_070000.WAV
38	57.7556	59.6166	Curruca undata	AM1_20230511_070000.WAV
39	0.0	3.846927	Galerida theklae	AM1_20230511_080000.WAV
40	4.247559	6.332567	Unk	AM1_20230511_080000.WAV
41	6.840896	7.35784	Unk	AM1_20230511_080000.WAV
42	8.391729	9.007754	Actitis hypoleucos	AM1_20230511_080000.WAV
43	9.007754	10.080414	Curruca undata	AM1_20230511_080000.WAV
44	10.119184	10.493969	Galerida theklae	AM1_20230511_080000.WAV
45	11.114302	11.536473	Curruca undata	AM1_20230511_080000.WAV
46	12.423894	13.733487	Curruca undata	AM1_20230511_080000.WAV
47	15.336014	16.072659	Curruca undata	AM1_20230511_080000.WAV
48	16.201895	16.783458	Galerida theklae	AM1_20230511_080000.WAV
49	17.248708	17.451177	Carduelis carduelis	AM1_20230511_080000.WAV
50	17.50718	17.739805	Unk	AM1_20230511_080000.WAV
51	17.739805	18.721999	Curruca undata	AM1_20230511_080000.WAV
52	18.696152	19.363871	Galerida theklae	AM1_20230511_080000.WAV
53	19.81189	21.143021	Curruca undata	AM1_20230511_080000.WAV
54	21.190408	21.470419	Unk	AM1_20230511_080000.WAV
55	21.767662	22.491384	Galerida theklae	AM1_20230511_080000.WAV
56	22.633544	22.827398	Carduelis carduelis	AM1_20230511_080000.WAV
57	22.922171	23.124641	Unk	AM1_20230511_080000.WAV
58	23.124641	24.098219	Curruca undata	AM1_20230511_080000.WAV
59	23.977599	24.701321	Galerida theklae	AM1_20230511_080000.WAV
60	24.886559	25.623205	Galerida theklae	AM1_20230511_080000.WAV
61	25.399196	26.183228	Curruca undata	AM1_20230511_080000.WAV
62	26.226307	26.975876	Unk	AM1_20230511_080000.WAV
63	26.734635	27.389431	Galerida theklae	AM1_20230511_080000.WAV
64	27.475589	28.419012	Unk	AM1_20230511_080000.WAV
65	28.419012	29.349512	Curruca undata	AM1_20230511_080000.WAV
66	30.189546	31.236358	Carduelis carduelis	AM1_20230511_080000.WAV
67	31.266513	32.395175	Curruca undata	AM1_20230511_080000.WAV
68	32.412407	33.950316	Carduelis carduelis	AM1_20230511_080000.WAV
69	34.880816	36.401493	Curruca undata	AM1_20230511_080000.WAV
70	35.595922	35.72085	Unk	AM1_20230511_080000.WAV
